ID,Nama,Kode,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Cat_X12,ZX12,PRE_1,RES_1
350,Kenosha,WI,273,128181,27.5,12.6,140,334,6616,75.1,12.7,7.6,6.4,17338,2222,2,2,-0.30141,15470.93607,1867.06393
354,Richland,OH,497,126137,25.0,12.9,144,463,7977,73.5,11.6,8.4,9.4,16191,2042,2,2,-0.58398,15065.31085,1125.68915
356,Minnehaha,SD,809,123809,29.7,11.6,376,912,5625,83.1,21.3,5.4,2.5,18526,2294,2,2,-0.00874,18642.18783,-116.18783
358,Tazewell,IL,649,123692,23.9,13.2,98,297,3140,78.6,13.6,7.1,7.4,18008,2227,2,2,-0.13635,15802.81126,2205.18874
362,Medina,OH,422,122354,24.5,9.7,125,226,563,82.4,18.0,4.1,5.8,18892,2312,2,2,0.08142,17425.31216,1466.68784
371,Delaware,IN,393,119659,32.9,12.7,217,494,1064,74.5,16.5,10.3,6.1,15697,1878,2,1,-0.70568,16872.18685,-1175.18685
375,Stearns,MN,1345,118791,33.6,10.5,199,661,4101,78.3,17.5,7.3,5.4,14757,1753,2,1,-0.93725,17240.93705,-2483.93705
379,Macon,IL,581,117206,24.1,14.5,171,725,6103,76.2,14.8,9.8,8.9,18021,2112,2,2,-0.13315,16245.31150,1775.68850
383,Livingston,MI,568,115645,25.3,8.2,68,93,3760,85.6,19.6,3.0,8.1,21153,2446,2,2,0.63843,18015.31248,3137.68752
384,Marathon,WI,1545,115400,25.9,12.7,172,254,3655,75.9,13.5,5.5,5.9,16305,1882,2,2,-0.55589,15765.93624,539.06376
390,Wood,OH,617,113269,34.5,10.2,128,124,3759,83.8,21.9,5.0,6.6,17522,1985,2,2,-0.25608,18863.43795,-1341.43795
392,Boone,MO,685,112379,40.9,8.4,746,1023,5456,84.8,36.5,9.3,3.2,17175,1930,2,2,-0.34157,24247.19093,-7072.19093
394,Bay,MI,444,111723,25.4,13.4,101,415,4849,74.0,11.0,10.2,9.2,16499,1843,2,2,-0.50810,14844.06073,1654.93927
403,Allen,OH,405,109755,26.2,13.4,168,560,4734,76.1,11.4,10.4,7.3,16542,1816,2,2,-0.49751,14991.56081,1550.43919
405,Monroe,IN,394,108978,45.8,8.6,172,285,1657,82.1,32.9,9.5,3.7,14266,1555,2,1,-1.05821,22919.69019,-8653.69019
406,Hamilton,IN,398,108936,25.1,8.2,257,122,1699,88.7,36.2,2.6,2.8,25681,2798,2,3,1.75392,24136.56587,1544.43413
407,Columbiana,OH,533,108276,23.4,14.9,80,485,898,71.8,8.5,13.0,6.7,12597,1364,2,1,-1.46938,13922.18522,-1325.18522
413,La_Porte,IN,598,107066,26.0,13.1,149,519,6021,73.9,11.7,7.8,5.8,16655,1783,2,2,-0.46967,15102.18587,1552.81413
414,La_Salle,IL,1135,106913,23.8,17.2,104,504,2982,73.1,10.5,8.7,9.6,16119,1723,2,2,-0.60172,14659.68563,1459.31437
418,Olmsted,MN,653,106470,29.3,10.0,1814,1437,4310,88.0,29.5,4.5,3.3,20515,2184,2,2,0.48126,21665.93950,-1150.93950
419,Vigo,IN,403,106107,30.2,15.1,179,576,3435,76.0,18.1,10.7,5.0,15036,1595,2,1,-0.86852,17462.18718,-2426.18718
426,Sheboygan,WI,514,103877,25.4,14.6,114,421,4433,77.4,13.8,4.5,5.6,18061,1876,2,2,-0.12330,15876.56130,2184.43870
427,Fairfield,OH,506,103461,25.2,11.3,86,195,625,78.8,15.5,6.8,6.3,16342,1691,2,2,-0.54678,16503.43665,-161.43665
429,Cass,ND,1766,102874,34.4,9.8,343,643,3401,87.1,26.5,7.3,2.5,16275,1674,2,2,-0.56328,20559.68889,-4284.68889
431,Sarpy,NE,241,102583,30.4,4.8,39,160,2689,91.0,25.4,3.5,2.6,16137,1655,2,2,-0.59728,20154.06366,-4017.06366
434,Wayne,OH,555,101461,26.3,11.6,84,155,2377,73.6,13.9,8.4,5.9,16464,1670,2,2,-0.51672,15913.43632,550.56368
3,Harris,TX,1729,2818199,31.3,7.1,7553,12449,253526,74.9,25.4,12.5,5.7,19517,55003,3,2,0.23540,20154.06366,-637.06366
9,Dade,FL,1945,1937094,27.1,13.9,6274,8840,244725,65.0,18.8,14.2,8.7,17823,34525,3,2,-0.18193,17720.31232,102.68768
10,Dallas,TX,880,1852810,32.6,8.2,4718,6934,214258,77.1,26.3,10.4,6.1,21001,38911,3,2,0.60099,20485.93885,515.06115
21,Broward,FL,1209,1255488,25.3,20.7,2456,5543,107386,76.8,18.8,7.1,7.4,22355,28066,3,2,0.93455,17720.31232,4634.68768
22,Bexar,TX,1247,1185394,29.5,9.9,3062,4086,133098,72.7,19.7,16.2,6.7,15508,18383,3,1,-0.75224,18052.18750,-2544.18750
24,Tarrant,TX,864,1170103,32.2,8.3,1677,3672,132495,79.9,24.0,8.2,6.6,18825,22027,3,2,0.06492,19637.81338,-812.81338
34,Palm_Beach,FL,1974,863518,23.3,24.4,1833,3164,76142,78.8,22.1,6.2,8.4,26798,23141,3,3,2.02910,18937.18799,7860.81201
36,Pinellas,FL,280,851659,22.4,26.0,1620,4458,62344,78.1,18.5,6.2,6.2,21610,18404,3,2,0.75102,17609.68726,4000.31274
38,Hillsborough,FL,1051,834054,29.4,12.2,2012,3068,89895,75.6,20.2,9.5,6.0,16876,14075,3,2,-0.41523,18236.56260,-1360.56260
40,Shelby,TN,755,826330,29.4,10.4,2489,4918,67032,75.1,20.8,14.7,5.4,18430,15229,3,2,-0.03239,18457.81273,-27.81273
42,Fairfax_County,VA,396,818584,29.2,6.5,1694,135,30202,91.4,49.0,2.2,3.2,28999,23738,3,3,2.57133,28856.56848,142.43152
48,Montgomery,MD,495,757027,28.6,10.2,4635,1507,34754,90.6,49.9,2.7,3.3,30081,22772,3,3,2.83788,29188.44366,892.55634
50,Baltimore_City,MD,81,736014,30.0,13.7,5444,6203,87355,60.7,15.5,17.8,9.4,17263,12706,3,2,-0.31989,16503.43665,759.56335
51,Prince_George's,MD,486,729268,33.7,6.9,1253,1322,54469,83.2,25.5,3.7,5.0,19568,14270,3,2,0.24796,20190.93869,-622.93869
57,Baltimore,MD,599,692134,27.8,14.0,1269,641,46789,78.4,25.0,3.8,5.7,23470,16244,3,3,1.20924,20006.56358,3463.43642
59,Orange,FL,908,677491,33.2,10.6,1367,2929,52577,78.8,21.2,7.8,6.6,17879,12113,3,2,-0.16813,18605.31281,-726.31281
60,Duval,FL,774,672971,30.7,10.7,1538,2623,68586,76.9,18.4,9.8,6.6,17662,11886,3,2,-0.22159,17572.81224,89.18776
66,Jefferson,KY,385,664937,27.0,13.4,2171,3559,32419,74.1,19.3,10.9,6.3,19140,12727,3,2,0.14252,17904.68742,1235.31258
68,Jefferson,AL,1113,651525,26.7,14.0,2532,4602,55604,73.8,19.9,12.7,5.3,18624,12134,3,2,0.01540,18125.93754,498.06246
70,Fulton,GA,529,648951,31.6,10.0,3368,5757,93025,77.8,31.6,15.4,5.3,22819,14808,3,2,1.04886,22440.31493,378.68507
73,District_of_Col,DC,61,606900,33.6,12.8,3674,4262,64393,73.1,33.3,13.3,7.7,23603,14325,3,3,1.24200,23067.19028,535.80972
74,Oklahoma,OK,709,599611,28.4,12.1,1922,3487,57045,79.1,22.6,11.3,6.0,17741,10638,3,2,-0.20213,19121.56309,-1380.56309
76,El_Paso,TX,1013,591610,29.5,8.1,795,1650,54002,63.7,15.2,22.4,10.8,11545,6830,3,1,-1.72854,16392.81158,-4847.81158
79,Travis,TX,989,576407,38.0,7.3,1254,1392,60961,83.4,34.7,10.2,4.8,18340,10571,3,2,-0.05456,23583.44056,-5243.44056
84,De_Kalb,GA,268,545837,32.6,8.5,1036,922,56950,83.9,32.7,7.2,4.4,21005,11465,3,2,0.60197,22845.94015,-1840.94015
89,Mecklenburg,NC,527,511433,32.0,9.4,1114,2021,57999,81.6,28.3,7.2,4.8,20942,10710,3,2,0.58645,21223.43926,-281.43926
90,Davidson,TN,502,510784,32.1,11.6,2293,3847,45237,75.9,24.4,10.0,4.6,19505,9963,3,2,0.23244,19785.31346,-280.31346
92,Tulsa,OK,570,503341,28.2,11.5,1158,2512,39496,81.7,23.7,10.0,6.1,19295,9712,3,2,0.18071,19527.18832,-232.18832
95,Orleans,LA,181,496938,28.3,13.0,2500,4018,54238,68.1,22.4,27.3,6.1,16578,8238,3,2,-0.48864,19047.81305,-2469.81305
107,Jefferson,LA,306,448306,28.1,10.2,1237,1648,41625,76.0,18.8,11.4,5.6,17101,7666,3,2,-0.35980,17720.31232,-619.31232
108,Cobb,GA,340,447745,31.7,6.3,622,983,27582,85.8,33.0,3.8,4.1,21933,9820,3,2,0.83059,22956.56522,-1023.56522
114,Anne_Arundel,MD,416,427239,29.6,8.8,616,617,21826,81.1,24.6,3.0,5.0,22797,9740,3,2,1.04344,19859.06350,2937.93650
115,Wake,NC,834,423380,34.5,7.8,761,1199,26006,85.4,35.3,5.5,3.5,20658,8746,3,2,0.51649,23804.69068,-3146.69068
119,Polk,FL,1875,405382,23.9,18.6,559,1288,37290,68.0,12.9,9.4,10.1,14835,6014,3,1,-0.91804,15544.68612,-709.68612
121,Brevard,FL,1019,398978,26.2,16.6,563,1085,23686,82.3,20.4,6.3,7.1,17668,7049,3,2,-0.22011,18310.31265,-642.31265
125,VA_Beach_City,VA,248,393069,35.3,5.9,679,530,23412,88.0,25.5,4.3,5.4,17697,6956,3,2,-0.21297,20190.93869,-2493.93869
128,Hidalgo,TX,1569,383545,26.4,10.1,311,860,26712,46.6,11.5,36.3,17.6,8899,3413,3,1,-2.38040,15028.43583,-6129.43583
129,East_Baton_Roug,LA,456,380105,31.5,9.2,841,1876,41592,80.5,27.5,15.1,5.4,17881,6797,3,2,-0.16764,20928.43909,-3047.43909
130,Mobile,AL,1233,378643,26.7,11.8,850,1898,30409,70.1,15.5,17.5,7.2,14389,5448,3,1,-1.02791,16503.43665,-2114.43665
132,Volusia,FL,1106,370712,24.3,22.8,495,1349,25736,75.4,14.8,7.9,6.9,15648,5801,3,1,-0.71775,16245.31150,-597.31150
142,Gwinnett,GA,433,352910,32.6,4.7,271,439,17119,86.7,29.6,2.9,4.0,19861,7009,3,2,0.32014,21702.81452,-1841.81452
143,Pulaski,AR,771,349660,28.5,11.5,1510,2785,42404,79.0,23.5,10.5,5.8,18225,6373,3,2,-0.08289,19453.43828,-1228.43828
144,Guilford,NC,650,347420,30.4,11.9,676,1188,28212,76.1,24.8,7.3,5.4,20349,7070,3,2,0.44036,19932.81354,416.18646
149,Knox,TN,509,335749,30.0,12.7,984,2178,22422,74.6,23.9,10.2,4.6,17382,5836,3,2,-0.29057,19600.93836,-2218.93836
150,Lee,FL,804,335113,21.5,24.7,509,1202,18442,76.9,16.4,6.1,6.4,18877,6326,3,2,0.07773,16835.31183,2041.68817
153,Greenville,SC,792,320167,28.2,11.9,650,1358,20504,71.6,21.0,7.8,4.9,17874,5723,3,2,-0.16936,18531.56277,-657.56277
160,Charleston,SC,917,295039,34.1,10.1,1357,1956,28190,75.5,22.4,13.8,4.9,16015,4725,3,1,-0.62734,19047.81305,-3032.81305
163,Nueces,TX,836,291145,27.3,10.1,584,1406,28606,68.9,17.0,17.2,7.7,15124,4403,3,1,-0.84684,17056.56195,-1932.56195
165,Seminole,FL,308,287529,27.9,10.3,357,352,17518,84.6,26.3,5.3,6.1,17885,5142,3,2,-0.16665,20485.93885,-2600.93885
166,Richland,SC,757,285720,34.7,9.5,999,1207,24101,79.4,28.0,10.1,4.6,17137,4896,3,2,-0.35093,21112.81420,-3975.81420
167,Hamilton,TN,543,285536,26.3,13.5,738,1573,23532,72.5,19.7,10.2,5.9,18242,5209,3,2,-0.07871,18052.18750,189.81250
171,Pasco,FL,745,281131,18.4,32.3,308,941,12509,66.9,9.1,7.9,8.3,13944,3920,3,1,-1.13754,14143.43534,-199.43534
173,Sarasota,FL,572,277776,18.2,32.1,631,1363,19801,81.3,21.9,4.6,5.1,24948,6930,3,3,1.57335,18863.43795,6084.56205
176,Cumberland,NC,653,274566,37.4,6.2,291,586,25247,80.3,16.6,12.1,6.4,12923,3548,3,1,-1.38907,16909.06187,-3986.06187
177,Denton,TX,889,273525,36.9,5.0,216,458,20372,86.8,32.3,4.5,5.6,17801,4869,3,2,-0.18735,22698.44007,-4897.44007
179,Forsyth,NC,410,265878,29.2,12.3,1194,1609,21554,77.6,24.1,7.8,4.4,20645,5489,3,2,0.51328,19674.68840,970.31160
183,Collin,TX,848,264036,29.8,5.3,282,571,17625,88.3,39.1,3.9,5.9,22303,5889,3,2,0.92174,25205.94146,-2902.94146
186,Escambia,FL,664,262798,29.2,11.9,522,1584,14380,76.2,18.2,13.3,5.8,15392,4045,3,1,-0.78082,17499.06220,-2107.06220
187,Norfolk_City,VA,54,261229,41.7,10.5,1101,1471,25194,72.7,16.8,15.1,6.4,16412,4287,3,2,-0.52953,16982.81191,-570.81191
188,Cameron,TX,906,260120,25.9,10.6,270,825,18842,50.0,12.0,33.7,12.5,9728,2530,3,1,-2.17617,15212.81093,-5484.81093
192,Hinds,MS,869,254441,29.5,11.2,1076,2118,28841,75.2,26.4,16.7,6.3,16215,4126,3,2,-0.57807,20522.81387,-4307.81387
196,Caddo,LA,882,248253,25.2,13.3,898,1868,22091,73.4,18.2,19.1,7.1,16337,4056,3,2,-0.54801,17499.06220,-1162.06220
202,Jefferson,TX,904,239397,25.8,14.0,449,1724,21677,74.4,15.5,15.5,6.7,17418,4170,3,2,-0.28170,16503.43665,914.56335
203,Madison,AL,805,238912,31.4,8.9,399,933,6635,80.2,30.1,8.4,5.2,18990,4537,3,2,0.10557,21887.18962,-2897.18962
211,Spartanburg,SC,811,226800,27.0,12.6,375,832,17198,63.0,14.3,8.8,5.5,15776,3578,3,1,-0.68622,16060.93640,-284.93640
212,Fort_Bend,TX,875,225421,26.8,4.9,231,301,9433,80.9,30.2,6.9,3.8,18301,4125,3,2,-0.06417,21924.06464,-3623.06464
213,Fayette,KY,285,225366,34.9,9.9,1248,1851,17378,80.2,30.6,10.2,3.8,19320,4354,3,2,0.18686,22071.56473,-2751.56473
217,Lubbock,TX,900,222636,34.1,9.8,655,1562,14509,74.2,23.4,13.2,5.6,15443,3438,3,1,-0.76825,19416.56326,-3973.56326
220,Galveston,TX,399,217399,26.9,10.5,950,1592,18586,75.8,19.3,12.5,7.0,17744,3858,3,2,-0.20139,17904.68742,-160.68742
222,Chatham,GA,440,216935,28.5,12.8,494,1112,18732,73.7,18.6,13.6,4.3,17776,3856,3,2,-0.19351,17646.56228,129.43772
223,Prince_William_,VA,338,215686,32.3,3.0,196,153,9001,87.8,27.6,2.3,4.3,20543,4431,3,2,0.48816,20965.31411,-422.31411
229,Manatee,FL,741,211707,21.0,28.1,322,855,16916,75.6,15.5,6.8,5.8,17997,3810,3,2,-0.13906,16503.43665,1493.56335
230,Montgomery,AL,790,209085,28.4,11.6,419,1102,17388,75.3,24.2,14.1,5.9,17469,3653,3,2,-0.26914,19711.56342,-2242.56342
232,Kanawha,WV,903,207619,23.9,15.7,569,1342,10246,72.4,17.6,12.3,7.5,17192,3569,3,2,-0.33738,17277.81207,-85.81207
237,Marion,FL,1579,194833,21.6,22.1,235,451,14860,69.6,11.5,10.8,8.6,13802,2689,3,1,-1.17252,15028.43583,-1226.43583
239,Leon,FL,667,192493,38.5,8.2,413,823,23363,84.9,37.1,9.4,3.9,16422,3161,3,2,-0.52707,24468.44105,-8046.44105
240,Brazoria,TX,1387,191707,28.7,7.8,156,318,8692,75.5,15.1,7.7,5.6,17951,3441,3,2,-0.15039,16355.93656,1595.06344
241,Bell,TX,1059,191088,34.6,8.8,513,572,10865,79.1,17.2,12.2,6.7,13536,2587,3,1,-1.23805,17130.31199,-3594.31199
243,Richmond,GA,324,189719,31.1,10.0,1032,1787,17918,70.9,17.3,14.8,4.9,15941,3024,3,1,-0.64557,17167.18701,-1226.18701
244,McLennan,TX,1042,189123,30.0,13.6,301,560,16486,71.6,16.6,13.9,6.4,14925,2823,3,1,-0.89586,16909.06187,-1984.06187
248,Howard,MD,252,187328,29.8,6.1,695,208,9057,91.1,46.9,2.2,4.1,27546,5160,3,3,2.21338,28082.19305,-536.19305
254,Montgomery,TX,1044,182201,25.5,8.6,125,340,9469,75.5,19.4,9.4,5.5,17084,3113,3,2,-0.36398,17941.56244,-857.56244
255,Harford,MD,440,182132,28.8,8.3,247,333,6735,81.6,21.5,4.1,6.7,20941,3814,3,2,0.58620,18715.93787,2225.06213
257,Clayton,GA,143,182052,32.4,5.8,191,346,15419,77.2,14.7,7.3,5.8,16171,2944,3,2,-0.58891,16208.43648,-37.43648
258,Durham,NC,291,181835,33.7,10.7,1944,1496,15477,78.9,33.4,8.7,3.6,19238,3498,3,2,0.16666,23104.06530,-3866.06530
259,Alachua,FL,874,181596,40.1,9.3,1180,1096,18218,82.7,34.6,14.4,4.2,16058,2916,3,1,-0.61674,23546.56554,-7488.56554
261,Muscogee,GA,216,179278,30.6,10.8,360,1168,11454,71.5,16.6,14.9,4.6,15505,2780,3,1,-0.75298,16909.06187,-1404.06187
264,Gaston,NC,357,175093,27.3,12.1,142,368,11865,60.9,10.8,8.2,6.2,16319,2857,3,2,-0.55245,14770.31069,1548.68931
266,Buncombe,NC,656,174821,24.8,16.1,469,725,9512,74.5,19.1,8.2,4.9,16934,2960,3,2,-0.40094,17830.93738,-896.93738
267,Cleveland,OK,536,174253,33.9,6.7,217,319,12194,83.9,25.9,7.0,4.8,14443,2517,3,1,-1.01461,20338.43877,-5895.43877
272,Arlington_Count,VA,26,170936,37.6,11.3,615,781,12526,87.5,52.3,4.3,3.6,30242,5169,3,3,2.87755,30073.44415,168.55585
273,Newport_News_Ci,VA,68,170045,33.9,9.3,354,836,11776,79.3,18.4,12.2,6.5,15327,2606,3,1,-0.79683,17572.81224,-2245.81224
274,Calcasieu,LA,1071,168134,26.6,10.9,248,845,6399,70.3,14.7,15.5,7.8,14968,2517,3,1,-0.88527,16208.43648,-1240.43648
275,Lexington,SC,701,167611,27.8,8.9,145,259,9814,77.3,21.0,6.3,4.1,18126,3038,3,2,-0.10728,18531.56277,-405.56277
276,Harrison,MS,581,165365,30.0,10.8,313,764,7043,74.7,16.3,15.4,6.7,13691,2264,3,1,-1.19986,16798.43681,-3107.43681
279,Lafayette,LA,270,164762,31.1,8.3,361,1018,10599,73.3,22.5,16.2,5.0,16868,2779,3,2,-0.41720,19084.68807,-2216.68807
293,Lake,FL,953,152104,19.0,27.5,167,664,7099,70.6,12.7,7.9,8.9,17496,2661,3,2,-0.26249,15470.93607,2025.06393
294,Collier,FL,2026,152099,22.4,22.8,282,431,9426,79.0,22.3,6.4,7.5,25589,3892,3,3,1.73126,19010.93803,6578.06197
296,Chesapeake_City,VA,341,151976,28.6,8.4,212,210,8427,77.1,16.9,7.0,6.1,16924,2572,3,2,-0.40340,17019.68693,-95.68693
297,Smith,TX,929,151309,26.2,13.7,349,795,11712,75.7,19.8,12.6,6.6,17511,2650,3,2,-0.25879,18089.06252,-578.06252
298,Tuscaloosa,AL,1325,150522,33.3,11.4,299,731,12377,69.6,20.0,13.5,5.4,15113,2275,3,1,-0.84955,18162.81256,-3049.81256
299,Frederick,MD,663,150208,28.7,9.4,172,241,4939,80.4,22.0,3.5,6.0,19954,2997,3,2,0.34305,18900.31297,1053.68703
301,St._Lucie,FL,573,150171,22.9,21.0,176,425,9842,71.7,13.1,8.5,13.8,14137,2123,3,1,-1.08999,15618.43616,-1481.43616
302,Bibb,GA,250,149967,27.5,12.9,438,1010,12701,68.2,17.0,15.9,4.1,17548,2632,3,2,-0.24968,17056.56195,491.43805
303,Onslow,NC,767,149838,49.7,4.4,104,133,7505,83.0,13.4,9.8,5.6,10190,1527,3,1,-2.06235,15729.06122,-5539.06122
315,Anderson,SC,718,145196,25.5,13.6,199,456,7525,64.0,12.9,8.6,6.6,14205,2063,3,1,-1.07324,15544.68612,-1339.68612
316,St._Tammany,LA,854,144508,24.2,8.9,282,512,4447,76.9,23.1,11.1,6.2,17129,2475,3,2,-0.35290,19305.93820,-2176.93820
317,Horry,SC,1134,144053,28.2,12.7,175,505,12459,74.3,16.0,11.6,7.7,14693,2117,3,1,-0.95302,16687.81175,-1994.81175
318,Okaloosa,FL,936,143776,30.8,9.3,178,482,5153,83.8,21.0,7.8,6.7,15803,2272,3,1,-0.67956,18531.56277,-2728.56277
319,Sullivan,TN,413,143596,24.6,14.3,377,982,6236,66.8,15.6,10.4,4.4,15747,2261,3,1,-0.69336,16540.31167,-793.31167
322,Ouachita,LA,611,142191,28.3,11.2,268,1043,10605,71.6,18.9,19.6,6.4,13869,1972,3,1,-1.15601,17757.18734,-3888.18734
323,Kenton,KY,163,142031,28.3,11.5,263,733,6925,74.4,17.0,8.2,5.4,16935,2405,3,2,-0.40069,17056.56195,-121.56195
328,Williamson,TX,1124,139551,29.1,7.6,88,185,5724,81.4,24.6,7.6,3.8,14934,2084,3,1,-0.89365,19859.06350,-4925.06350
335,Hampton_City,VA,52,133793,33.0,9.6,163,251,8376,79.7,19.1,8.8,6.8,14743,1973,3,1,-0.94070,17830.93738,-3087.93738
337,Webb,TX,3357,133239,28.5,7.9,107,382,12202,47.8,11.1,33.1,9.8,8973,1196,3,1,-2.36217,14880.93575,-5907.93575
340,Rapides,LA,1323,131556,26.8,12.0,246,768,6101,69.0,14.6,18.6,7.1,14615,1923,3,1,-0.97223,16171.56146,-1556.56146
341,York,SC,683,131497,28.7,10.6,121,276,9525,67.5,16.9,7.6,5.5,16713,2198,3,2,-0.45538,17019.68693,-306.68693
352,Bay,FL,764,126994,27.7,12.0,178,478,8634,74.7,15.7,11.2,8.0,14814,1881,3,1,-0.92321,16577.18669,-1763.18669
353,Davidson,NC,552,126677,26.9,12.0,78,221,5662,64.2,10.0,7.3,5.9,15079,1910,3,1,-0.85792,14475.31052,603.68948
359,Carroll,MD,449,123372,26.6,10.2,142,123,3430,78.5,19.6,2.5,5.7,22002,2714,3,2,0.84759,18015.31248,3986.68752
361,Wichita,TX,628,122378,29.5,12.8,243,457,10727,75.1,16.5,12.5,6.8,17119,2095,3,2,-0.35536,16872.18685,246.81315
363,Brazos,TX,586,121862,49.4,6.7,170,279,8203,79.8,35.8,14.9,3.6,12641,1540,3,1,-1.45854,23989.06579,-11348.06579
367,Aiken,SC,1073,120940,26.7,11.4,128,191,6835,70.7,17.2,11.0,4.9,17898,2165,3,2,-0.16345,17130.31199,767.68801
369,New_Hanover,NC,199,120284,29.0,12.5,297,554,11892,78.1,21.2,9.9,5.9,17119,2059,3,2,-0.35536,18605.31281,-1486.31281
372,Taylor,TX,916,119655,30.7,12.0,204,467,6785,75.4,20.7,11.2,5.9,16021,1917,3,1,-0.62586,18420.93771,-2399.93771
374,Ector,TX,901,118934,27.1,9.3,153,389,14643,66.9,11.4,16.6,6.6,14766,1756,3,1,-0.93503,14991.56081,-225.56081
377,Rutherford,TN,619,118570,33.1,8.4,133,215,6072,73.9,18.7,7.6,5.4,15501,1838,3,1,-0.75396,17683.43730,-2182.43730
378,Catawba,NC,400,118412,27.2,11.9,179,464,6830,66.7,14.2,4.8,6.4,17396,2060,3,2,-0.28712,16024.06138,1371.93862
381,Calhoun,AL,609,116034,28.8,12.4,133,486,4901,67.4,14.2,11.7,7.3,13776,1598,3,1,-1.17892,16024.06138,-2248.06138
385,Jackson,MS,727,115243,25.9,9.4,170,346,4777,74.4,14.4,14.0,7.1,13475,1553,3,1,-1.25308,16097.81142,-2622.81142
386,Florence,SC,799,114344,26.2,11.2,211,731,8421,64.3,14.8,15.9,5.9,14961,1711,3,1,-0.88699,16245.31150,-1284.31150
389,Washington,AR,950,113409,32.0,11.2,208,651,6122,73.2,20.0,9.8,3.7,14736,1671,3,1,-0.94242,18162.81256,-3426.81256
395,Comanche,OK,1069,111486,34.5,8.7,127,347,5979,81.1,18.4,13.3,6.6,13228,1475,3,1,-1.31393,17572.81224,-4344.81224
396,Alexandria_City,VA,15,111183,38.3,10.3,652,662,8537,86.9,48.5,4.7,4.6,31699,3524,3,4,3.23649,28672.19338,3026.80662
398,Charlotte,FL,694,110975,16.6,33.8,183,632,3741,75.7,13.4,5.2,7.2,16362,1816,3,2,-0.54185,15729.06122,632.93878
401,Rowan,NC,511,110605,26.0,15.2,114,244,5233,66.0,11.7,6.8,5.4,15691,1736,3,1,-0.70716,15102.18587,588.81413
408,Alamance,NC,431,108213,27.3,14.8,132,340,4152,67.9,14.6,6.0,4.5,17306,1873,3,2,-0.30929,16171.56146,1134.43854
409,Pitt,NC,652,107924,35.4,9.9,496,583,4603,71.0,21.9,15.5,5.5,15852,1711,3,1,-0.66749,18863.43795,-3011.43795
411,Osceola,FL,1322,107728,27.1,13.9,98,291,9665,73.7,11.2,6.9,6.7,16451,1772,3,2,-0.51993,14917.81077,1533.18923
416,Midland,TX,900,106611,26.8,9.0,139,333,7546,76.8,26.4,11.5,5.4,19345,2062,3,2,0.19302,20522.81387,-1177.81387
417,Randolph,NC,788,106546,27.1,12.2,69,145,2940,62.0,9.1,6.5,4.8,14721,1568,3,1,-0.94612,14143.43534,577.56466
420,Clay,FL,601,105986,26.3,8.5,164,277,4560,81.2,17.9,5.4,5.9,16029,1699,3,1,-0.62389,17388.43714,-1359.43714
422,Robeson,NC,949,105179,26.7,10.7,83,281,4318,57.0,11.0,20.7,8.9,10849,1141,3,1,-1.90000,14844.06073,-3995.06073
423,Gregg,TX,274,104948,26.4,13.3,166,420,9181,75.8,17.7,13.4,8.2,16775,1761,3,2,-0.44011,17314.68709,-539.68709
424,Wayne,NC,553,104666,29.7,10.2,113,263,4682,71.2,12.7,11.9,7.3,13350,1397,3,1,-1.28387,15470.93607,-2120.93607
428,Sumner,TN,529,103281,25.5,10.2,96,259,3285,70.6,14.4,7.0,6.8,16514,1706,3,2,-0.50441,16097.81142,416.18858
430,Sumter,SC,666,102637,31.6,9.4,88,214,7138,69.8,15.0,16.9,9.4,11803,1211,3,1,-1.66498,16319.06154,-4516.06154
435,Charles,MD,461,101154,29.9,6.5,67,104,5279,81.0,16.2,3.7,4.9,19317,1954,3,2,0.18613,16761.56179,2555.43821
436,Hernando,FL,478,101115,16.4,30.7,98,290,4414,70.5,9.7,7.9,8.2,13919,1407,3,1,-1.14370,14364.68546,-445.68546
437,Martin,FL,556,100900,20.4,27.5,193,277,5081,79.7,20.3,5.0,9.8,27125,2737,3,3,2.10966,18273.43762,8851.56238
438,Montgomery,TN,539,100498,35.7,7.9,87,188,6537,77.9,16.5,10.8,8.0,13169,1323,3,1,-1.32846,16872.18685,-3703.18685
440,Morgan,AL,582,100043,26.3,11.7,122,464,4693,69.4,15.5,9.4,7.1,16458,1647,3,2,-0.51820,16503.43665,-45.43665
1,Los_Angeles,CA,4060,8863164,32.1,9.7,23677,27700,688936,70.0,22.3,11.6,8.0,20786,184230,4,2,0.54802,19010.93803,1775.06197
4,San_Diego,CA,4205,2498016,33.5,10.9,5905,6179,173821,81.9,25.3,8.1,6.1,19588,48931,4,2,0.25289,20117.18864,-529.18864
5,Orange,CA,790,2410556,32.6,9.2,6062,6369,144524,81.2,27.8,5.2,4.8,24400,58818,4,3,1.43834,21039.06415,3360.93585
7,Maricopa,AZ,9204,2122101,29.2,12.5,4320,6104,177593,81.5,22.1,8.8,4.9,18042,38287,4,2,-0.12798,18937.18799,-895.18799
12,King,WA,2126,1507319,30.1,11.1,5280,4009,124959,88.2,32.8,5.0,4.6,23779,35843,4,3,1.28536,22882.81517,896.18483
13,Santa_Clara,CA,1291,1497577,32.6,8.7,4101,3342,77009,82.0,32.6,5.0,5.5,25193,37728,4,3,1.63370,22809.06513,2383.93487
